strain,sex,animal_id,GLU,CHOL,HDL,TG,RBC,WBC,pctLYMP,pctNEUT,pctMONO,pctBASO,pctEOS,pctLUC,pctRetic,RDW,MCV,MCH,MCHC,CHCM,HDW,mHGB,cHGB,HCT,PLT,MPV,systolic_BP,pulse,HR,CV,R_amplitude,RS_amplitude,RR,PQ,PR,QRS,QT,QTc,QT_dispersion,QTc_dispersion,ST,BMD,BMC,bone_area,total_area,LTM,pct_fat,TTM,bw
PWK129SF1,f,GCF1F05,151,85,80.8,67,9.41,6.34,83.3,14.2,0.6,0.5,1.1,0.3,1.9,17.8,46.8,16.6,35.5,38,2.95,15.7,16.8,44.1,751,4.3,,,803,1.46,439.93,386.51,74.8,23.3,30.4,10.9,42,48.5,15,16.7,31.5,0.07,0.31,6.02,10.05,7.2,12.08,8.42,19.77
PWK129SF1,f,GCF1F06,193,110,103.8,58,9.97,6.61,84.9,7.9,1,0.7,5,0.5,1.1,15.7,46,16,34.8,36.6,2.19,16,16.8,45.9,798,4.2,,,759,2.64,598.25,642.69,79.1,25.9,30.4,8.3,38.4,43.2,17,19.9,30.6,0.06,0.24,4.19,10.7,8.25,28.59,12.45,25.81
PWK129SF1,f,GCF1F07,190,116,105.3,67,10.12,6.47,85.2,6.7,1.3,0.6,5.8,0.5,1,15,45.4,16,35.3,36.8,2.19,16.2,16.9,45.9,810,4.1,,,809,0.72,287.17,276.17,74.2,25.6,29.8,7.8,34,39.5,26.5,30.9,26.7,0.07,0.23,4.39,9.02,7.05,22.84,9.64,20.66
PWK129SF1,m,GCF1M01,185,119,103.4,148,9.62,6.96,85.6,10.8,0.7,0.1,2.3,0.5,3.1,14.9,48.5,16,33,32.7,1.86,15.4,15.2,46.6,837,4.7,,,,,,,,,,,,,,,,0.06,0.25,4.99,9.02,8.1,13.55,9.8,21.23
PWK129SF1,m,GCF1M03,207,122,110.5,150,9.74,6.85,86.6,10.5,0.5,0.1,1.8,0.5,2.2,14.6,46.9,15.9,34,33.2,1.88,15.5,15.2,45.7,915,4.6,,,,,,,,,,,,,,,,0.06,0.27,5.33,10.38,9.05,14.71,11.23,24.58
PWK129SF1,m,GCF1M04,162,102,100.5,110,9.88,5.52,85.8,11.6,0.6,0.3,1.2,0.5,1,14.6,49.3,16.5,33.4,34.3,2.64,16.3,16.7,48.7,744,4.4,,,834,0.46,420.92,386.85,71.9,21.9,29,11.1,38.2,45.1,19,22.7,27.6,0.06,0.26,5.33,10.51,8.95,15.89,11.21,24.57
PWK129SF1,m,GCF1M05,154,117,109.6,88,10.1,6.59,81.2,11.9,0.7,0.3,5.5,0.4,0.9,14.5,50.5,16.2,32.1,33.2,2.55,16.4,16.9,51,658,4.5,,,644,4.31,499.46,447.59,93.3,21.7,29.7,12.3,45.1,46.7,26,25,33.4,0.06,0.27,5.26,10.85,9.85,15.65,12.16,26.27
PWK129SF1,m,GCF1M06,175,110,106,127,9.52,7,84,12.8,0.4,0.3,1.9,0.6,1.2,14.4,49.7,16.6,33.4,33.9,2.54,15.8,16,47.3,909,4.4,,,661,4.32,376.39,238.62,90.9,28.2,36.5,13,43.6,45.7,27.5,28.6,31.1,0.06,0.26,5.14,11.21,10.35,16.77,13.06,27.91
PWKAF1,f,GAF1F01,130,65,56.5,115,10.25,8.28,89.4,7.4,0.3,0.2,2.4,0.4,1.2,15.2,46.2,15.6,33.7,33,1.71,15.9,15.6,47.3,933,4.4,,,811,4.07,583.39,512.6,74.1,22.2,29.1,11,41,47.8,27.5,29.8,30.5,0.06,0.23,4.7,9.94,7.55,19.43,9.85,21.65
PWKAF1,f,GAF1F02,155,59,58.2,126,10.13,5.26,83.9,13.9,0.7,0,0.9,0.4,1.4,15.8,46.7,15.5,33.2,32.8,1.69,15.7,15.5,47.3,1046,4.3,,,782,7.59,278.89,221.5,77.3,21.5,28.4,9.7,42.1,47.8,34.5,35.8,32.9,0.06,0.22,4.55,9.48,6.85,18.17,8.89,19.79
PWKAF1,f,GAF1F03,153,68,61.6,139,10.27,7,82,15.2,0.8,0.1,1.6,0.4,2,15.4,46.6,15.5,33.3,32.9,1.7,15.9,15.7,47.8,971,4.3,,,860,0.81,274.25,214.75,69.8,21.7,27.9,9.5,39.3,47.1,10.5,12.5,30.3,0.06,0.23,4.61,9.55,7.6,17.78,9.77,21.47
PWKAF1,f,GAF1F04,184,59,55.3,96,10.09,7.82,86.6,10.3,0.9,0.2,1.5,0.5,1.1,15.2,45.9,15.5,33.8,33.4,1.69,15.6,15.5,46.3,863,4.4,,,772,10.03,336.22,158.85,79.1,15.7,23.4,12.7,41.6,46.8,47.5,49.8,29.4,0.06,0.2,4.23,8.79,6.7,17.91,8.57,18.81
PWKAF1,f,GAF1F05,179,67,59.3,97,10,6.15,75.6,20.9,1.5,0.4,1.4,0.3,1.4,16.2,44.8,15.6,34.9,37.2,2.24,15.6,16.7,44.8,896,4.5,,,872,0.61,318.96,325.69,68.8,20.4,26.5,9.1,39.2,47.3,11,13.4,30.6,0.05,0.51,10.16,20.82,17.6,16.11,20.97,23.41
PWKAF1,m,GAF1M01,161,71,61.2,141,10.41,7.15,83.4,13,1.1,0.3,1.9,0.3,1.7,14.7,46.4,15.3,33,32.8,1.76,15.9,15.8,48.3,1013,4.2,,,748,12.01,269.14,165.86,82.2,21.9,29.1,10.3,40.7,45.6,56,50.2,31,0.05,0.21,4.65,10.18,8.25,17.85,10.41,24.41
PWKAF1,m,GAF1M02,180,98,87.1,223,10.48,5.76,82.7,13.6,1.8,0.2,1.3,0.4,2.8,14.5,47.1,15.5,33,32.6,1.71,16.2,16.1,49.3,880,4.4,,,783,3.33,436.01,365.31,76.7,16.4,22.9,10.8,37.5,42.7,21,24.4,27.2,0.05,0.23,4.6,13.58,10.45,27.19,15.46,33.24
PWKAF1,m,GAF1M03,200,81,76.9,111,10.65,6.25,84.8,12.1,1.2,0.4,1.2,0.4,2.1,13.9,44.2,15.7,35.4,36.6,2.07,16.7,17.2,47,784,4.2,,,887,0.91,353.13,577.85,67.7,14.9,21,8.8,38,46.2,23.5,28.8,29.7,0.04,0.49,10.73,19.88,14,18.96,17.34,19.21
PWKAF1,m,GAF1M04,252,81,78.3,73,10.65,4.58,81.2,15.1,1.4,0.3,1.8,0.3,2.1,13.9,45.2,15.6,34.6,35.2,2.02,16.7,16.9,48.2,916,4.4,,,814,1.99,424.9,349.5,73.7,16.9,23.2,10.8,37.1,43.2,24.5,28,26.8,0.04,0.51,10.58,21.98,18.6,19.33,22.98,24.75
PWKAF1,m,GAF1M05,238,75,70.2,130,9.12,6.77,84.7,11.8,1.1,0.3,1.8,0.3,1.7,13.6,42.2,15.3,36.3,38.2,2.26,14,14.7,38.5,771,4.5,,,796,2.97,396.02,254.57,75.5,16.3,22.2,11,39.5,45.5,17.5,20.3,29,0.04,0.51,10.48,25.2,19.75,24.81,26.24,24.71
PWKB6F1,f,GBF1F01,161,79,65.2,105,10.08,6.48,91.5,6.2,0.3,0.2,1.1,0.6,1.5,13.7,46.8,15.5,33.2,32.5,2.37,15.7,15.3,47.2,962,4.5,,,848,1.62,402.78,358.61,70.7,20.2,27,10.3,34.5,41,22.5,25.3,24.7,0.06,0.24,5.12,9.58,7.8,16.13,9.62,20.92
PWKB6F1,f,GBF1F02,159,78,69.1,90,10.02,7.43,85.9,10.3,1,0.5,2,0.4,1,14.7,44.2,15.6,35.3,36.2,2.1,15.7,16,44.3,928,4.1,,,791,3.12,441.04,415.11,75.9,22.2,29.9,11.8,39.8,45.7,20,22.4,28.5,0.06,0.25,5.24,9.85,8.1,15.57,9.84,21.45
PWKB6F1,f,GBF1F03,182,75,68.3,94,9.47,8.38,86,10.4,1.2,0.8,1.4,0.3,1.3,14.5,44.3,15.7,35.4,36.9,2.21,14.8,15.5,42,891,4.1,,,807,1.76,764.62,858.92,74.3,24.3,30,9.9,40.1,46.5,18.5,20.4,30.7,0.06,0.23,4.64,9.36,7,20.14,9.36,20.42
PWKB6F1,f,GBF1F04,214,111,102.9,138,10.03,6.01,88.3,9.2,0.8,0.6,0.7,0.3,1.1,13.7,45.1,15.7,34.7,35.7,2.08,15.7,16.1,45.2,968,4.1,,,778,1.23,396.96,401.33,77.1,20.6,28.2,11,39.8,45.3,17,19.4,29.3,0.05,0.22,4.41,13.63,9.3,38.72,16.71,33.9
PWKB6F1,f,GBF1F05,157,84,70.2,99,9.54,5.86,86.6,10.5,0.8,0.7,0.9,0.4,1.5,15,45.9,16.1,35,34.8,2.05,15.3,15.2,43.8,1082,6.9,,,824,2.24,477.16,468.92,72.8,19.6,27.1,11.3,39.3,46.1,18,19.8,28.5,0.06,0.24,4.93,9.54,7.45,16.86,9.35,19.87
PWKB6F1,m,GBF1M01,262,83,71.9,176,10.47,7.03,88.1,9.6,0.5,0.1,1.1,0.6,2.2,14.9,47.4,15.6,32.9,32.2,1.69,16.3,16,49.6,1259,4.5,,,826,0.68,385.9,333.18,72.6,21.5,28.9,11.7,38.5,45.2,18.5,21.7,27.3,0.06,0.26,5.22,12.05,11.1,17.98,14.1,30.15
PWKB6F1,m,GBF1M02,302,77,73.1,64,10.15,6.58,89.5,8,0.5,0.1,1.3,0.6,1.6,14.1,47.1,15.6,33,32.5,1.62,15.8,15.5,47.8,1120,4.4,,,813,1.61,491.54,464.69,73.9,22.8,30,11.1,40.7,47.4,14,16.1,30.1,0.05,0.24,4.82,14.04,11.55,26.25,17.68,37
PWKB6F1,m,GBF1M03,204,81,72.8,153,10.59,8.32,66.2,24.1,9.3,0.2,0,0.3,2.3,15.1,47.7,15.7,32.9,31.7,1.71,16.6,16,50.5,1019,4.5,,,854,1.03,368.2,296.62,70.3,20.9,27.8,10.8,36,43,17.5,20.8,25.7,0.07,0.28,5.54,9.85,8.65,17.85,10.56,22.77
PWKB6F1,m,GBF1M04,245,90,78.3,178,10.69,7.23,87.9,9.4,0.4,0.2,1.2,0.8,2.8,13.9,48.1,15.5,32.3,31.3,1.55,16.6,16,51.3,1216,4.7,,,810,2.1,561.01,512.5,74.1,21.9,29.3,11.8,41.4,48.1,16,17.4,30.1,0.06,0.24,4.67,11.92,10.7,23.02,14.72,30.79
PWKB6F1,m,GBF1M05,281,91,80.5,112,10.24,5.51,89.9,7.1,0.7,0.1,1.5,0.7,1.6,14,47.2,15.9,33.7,32.3,1.56,16.3,15.6,48.3,1221,4.4,,,845,1.26,411.54,273.66,71,22.1,28.7,11.4,39.8,47.2,14,16.7,28.8,0.07,0.27,4.95,14.95,12.4,29.76,19.37,40.16
PWKCASTF1,f,GFF1F01,203.33,77.66,60.36,155,9.46,5.87,86.9,10.2,0.8,0.1,1.6,0.3,2.1,17.8,44.6,15.8,35.4,32.9,2.37,14.9,13.9,42.2,1273,6.3,131,506,,,,,,,,,,,,,,0.06,0.23,4.9,8.74,6.85,12.91,8.27,17.82
PWKCASTF1,f,GFF1F02,192,88.66,69.3,128,10.13,4.24,70.2,11.1,0.7,0.1,17.6,0.2,1.7,16.6,45.5,15.7,34.4,32.2,1.95,15.9,14.8,46.1,1039,6,109,370,,,,,,,,,,,,,,0.06,0.23,4.84,8.72,6.65,12.82,7.91,17.57
PWKCASTF1,f,GFF1F03,207,85.33,68.3,142.33,9.82,3.92,84.9,13.2,0.6,0.1,0.9,0.3,2.8,16.7,45.9,15.7,34.1,31.6,1.94,15.4,14.3,45.1,1258,6.2,116,397,,,,,,,,,,,,,,0.06,0.23,4.84,8.69,6.7,11.76,7.82,17.44
PWKCASTF1,f,GFF1F04,176.33,93.66,71.16,118.33,10.16,5.16,77,12.8,0.6,0.1,9.1,0.3,2.5,16.4,44.8,15.2,34,32.4,1.97,15.5,14.7,45.5,1156,6.4,123,464,,,,,,,,,,,,,,0.06,0.24,5.03,8.74,6.8,13.49,8.16,18.13
PWKCASTF1,f,GFF1F05,199,77.5,63.4,86,10.11,5.36,71,16.8,1,0.1,10.6,0.5,1.6,16.5,46.5,15.7,33.8,31,1.9,15.9,14.6,47,1078,9.2,,,,,,,,,,,,,,,,0.05,0.2,4.4,8.33,6.15,15.21,7.69,16.65
PWKCASTF1,m,GFF1M01,238,82,68.4,147.5,10.05,4.93,82.4,10,1,0.1,6.2,0.3,3.5,17,47,15.9,33.8,31.9,2.07,16,15,47.2,992,6.5,,,,,,,,,,,,,,,,0.05,0.27,5.9,9.85,8.2,12.38,9.58,21.37
PWKCASTF1,m,GFF1M02,194.5,110,74.1,176.5,8.98,3.63,75,19.7,0.8,0,4,0.5,8.7,18.7,48.6,16,32.9,30.6,2.39,14.4,13.4,43.7,1310,7.7,131,521,,,,,,,,,,,,,,0.05,0.24,5.2,9.43,8.15,12.1,9.63,20.93
PWKCASTF1,m,GFF1M03,210.5,96,77.15,218,9.54,6.27,66.4,15.2,1.1,0.1,16.8,0.4,4.4,20.4,55.8,16.8,30.2,28,2.21,16,14.9,53.2,1302,7,,,,,,,,,,,,,,,,0.05,0.22,4.82,8.99,7.65,13.35,9.15,19.82
PWKCASTF1,m,GFF1M04,212,89,73.45,124.5,10.26,7.25,74.9,11.9,1.1,0.2,11.5,0.5,1.6,17.7,48.2,16.6,34.4,31,1.93,17,15.3,49.5,1223,8.3,,,,,,,,,,,,,,,,0.05,0.23,4.87,9.49,8.2,12.53,9.84,20.99
PWKCASTF1,m,GFF1M05,246,95,76.25,182,9.6,8.38,65.1,16,1.6,0.1,16.5,0.7,3.9,20.1,52.1,16.8,32.3,28.8,2.04,16.2,14.4,50,1728,9.1,,,,,,,,,,,,,,,,0.05,0.21,4.67,9.8,8.75,12.1,10.35,22.26
PWKNODF1,f,GDF1F01,148,81.5,66.8,130,10.12,4.23,73,21.2,0.7,0,4.8,0.3,3,15.5,49,16.7,34,31.9,1.75,16.9,15.8,49.6,831,5,,,,,,,,,,,,,,,,0.07,0.29,5.53,10.02,7.85,15.25,9.58,22.41
PWKNODF1,f,GDF1F02,139,81,68.05,169.5,9.8,9.34,87.7,9.6,0.4,0.2,1.4,0.7,2.5,15.1,48,16.6,34.7,32.1,1.67,16.3,15.1,47,1000,7.5,,,,,,,,,,,,,,,,0.07,0.27,5.36,10.85,8.05,16.61,10.07,22.29
PWKNODF1,f,GDF1F03,169.5,85,70.1,168,9.97,5.92,81.8,15.9,0.6,0.1,1.1,0.5,2.1,14.7,47.5,16.6,34.9,32.4,1.68,16.5,15.3,47.3,722,4.8,,,,,,,,,,,,,,,,0.07,0.3,5.67,10.15,7.8,16.25,9.45,21.41
PWKNODF1,f,GDF1F04,126.5,85,73.55,149,10.16,5.95,80.4,12.2,0.9,0.1,5.9,0.6,2.2,15.3,48.3,16.1,33.4,31.9,1.74,16.4,15.7,49.1,794,4.9,,,,,,,,,,,,,,,,0.06,0.27,5.25,10.96,7.8,15.86,9.64,21.32
PWKNODF1,f,GDF1F05,148,82,71.6,154,9.49,8.63,83.9,13.6,0.5,0.3,1.1,0.6,1.6,14.3,48.6,17.1,35.1,31.9,1.57,16.2,14.7,46.1,1041,8.8,,,,,,,,,,,,,,,,0.07,0.28,5.54,9.84,8,12.93,9.64,21.52
PWKNODF1,m,GDF1M01,193.5,75,51.9,115,9.66,5.92,82.4,14.7,0.8,0.1,1.5,0.4,2.9,14.2,48.3,17.1,35.5,32,1.67,16.5,14.9,46.6,1045,6.3,,,,,,,,,,,,,,,,0.05,0.26,5.42,12.46,10,19.12,12.73,27.78
PWKNODF1,m,GDF1M02,208,106,89.45,196,10.26,8.28,83.9,13.5,0.7,0.1,1.2,0.4,2.7,13.9,49.1,17,34.6,32,1.68,17.5,16.1,50.4,984,4.9,,,,,,,,,,,,,,,,0.06,0.28,5.95,12.25,10.35,13.64,12.33,27.51
PWKNODF1,m,GDF1M03,204,115,91,221,9.78,6.03,81.2,15.8,0.7,0.1,1.8,0.4,3.4,14,49.5,17.2,34.7,31.9,1.68,16.8,15.5,48.4,1046,5.1,,,,,,,,,,,,,,,,0.06,0.26,5.38,11.69,9.5,18.32,12.06,26.16
PWKNODF1,m,GDF1M04,215.5,107.5,83.55,193,9.93,8.15,85.5,12.4,0.7,0.1,0.9,0.5,2.5,13.8,49.5,17,34.3,31.8,1.66,16.8,15.6,49.1,1104,4.8,,,,,,,,,,,,,,,,0.06,0.27,5.24,11.67,10.15,16.15,12.58,27.3
PWKNODF1,m,GDF1M05,245,111.5,88,234.5,9.74,5.75,85.8,11.7,0.9,0.1,1.1,0.3,3,14.1,49,17.1,35,31.9,1.67,16.7,15.2,47.7,1080,5.2,,,,,,,,,,,,,,,,0.06,0.27,5.36,11.88,10.35,14.05,12.39,28.56
PWKNZOF1,f,GEF1F01,172,93,81.7,173,10.5,11.16,80.2,13.6,0.9,0.3,4.7,0.4,1.2,14.4,46.4,15.4,33.2,31.6,1.66,16.2,15.4,48.8,730,4.6,121,633,835,0.83,297.05,360.71,71.9,21,27.5,10.8,39.5,46.6,20.5,24.3,29.2,0.06,0.23,4.49,10.31,8.15,20.06,11.11,23.69
PWKNZOF1,f,GEF1F02,146,108,87.3,170,10.22,10.43,85.2,10.1,1.2,0.1,2.9,0.5,1.7,15.1,46.6,15.4,33.1,31.5,1.73,15.8,15,47.6,838,4.7,117,618,789,1.59,485,545.32,76,22.6,29.6,10.9,35.2,40.4,21.5,24.7,24.8,0.07,0.24,4.56,10.81,8.3,23.87,11.58,24.49
PWKNZOF1,f,GEF1F03,141,108,90.9,192,10.49,6.85,81.8,13.4,1,0.1,2.9,0.8,1.2,14.8,46,15.5,33.7,31.9,1.6,16.3,15.4,48.2,860,4.6,98.6,622,767,1.66,404,516.92,78.2,22.7,30.6,11.6,39.8,45,20,22.6,28.8,0.06,0.25,4.91,11.01,8.45,19.58,11.36,24.48
PWKNZOF1,f,GEF1F04,148,121,93.8,171,10.24,4.89,84.9,10.9,0.8,0.2,2.8,0.4,0.7,14.1,45.9,15.6,34,32,1.65,16,15,47,1188,4.7,90.9,586,768,2.19,325.83,505.32,78.2,22.5,30.2,11.3,43,48.6,21.5,24.2,32.2,0.06,0.25,4.66,10.66,8.15,21.61,11.08,23.68
PWKNZOF1,f,GEF1F05,177,106,90,146,10.95,7.42,76.5,17,0.9,0.1,5,0.5,2.1,14.4,47.9,15.2,31.7,30.4,1.59,16.6,16,52.5,880,4.8,127,612,787,3.04,371.45,373.65,76.3,23.3,30.8,11.5,39.6,45.4,22,22.9,28.6,0.06,0.24,4.57,11.92,8.9,27.97,13.58,28.51
PWKNZOF1,m,GEF1M01,166,136,113.7,265,9.95,6.6,86.3,10.1,0.8,0.2,1.9,0.7,2.2,14.6,47.7,15.9,33.2,31.8,1.61,15.8,15.1,47.5,1011,5.2,121,535,817,0.86,615.51,578.02,73.5,21.1,28.3,12.4,38.9,45.4,14.5,17,27,0.05,0.21,4.23,14.25,11.4,32.85,18.51,38.39
PWKNZOF1,m,GEF1M02,159,120,100.3,254,10.05,5.75,83.1,12.8,1,0.3,2.3,0.4,1.6,15.1,47.4,15.5,32.7,31.9,1.56,15.6,15.2,47.6,898,4.6,,,686,2.2,739.84,745.68,87.5,23.5,31,12.1,46.2,49.4,14,14.8,34.6,0.05,0.22,4.27,12.87,9.95,26.96,15.3,31.21
PWKNZOF1,m,GEF1M03,204,125,107.6,198,9.91,6.49,86.7,9.5,0.5,0.2,2.3,0.8,1.1,14.6,47.3,15.2,32.1,32,1.6,15,15,46.9,1076,4.9,90.5,544,791,1.24,544.35,601.72,75.9,22.9,30.5,11.9,43.2,49.6,20.5,22.8,31.7,0.05,0.22,4.32,12.93,9.75,30.59,15.58,32.91
PWKNZOF1,m,GEF1M04,221,135,113.4,207,10.95,5.57,79.5,15.9,1.1,0.1,2.8,0.6,2.9,14.6,46.4,15.4,33.1,32.2,1.71,16.8,16.4,50.8,1080,5.5,,,,,,,,,,,,,,,,0.06,0.26,4.94,14.32,12.65,23.55,18.31,38.7
PWKNZOF1,m,GEF1M05,225,127,109.7,183,10.95,4.77,78.3,15.1,1.7,0.2,4.4,0.3,1.9,13.6,45.9,15.4,33.6,32.8,1.57,16.9,16.5,50.2,916,4.8,,,,,,,,,,,,,,,,0.05,0.24,4.7,14.74,12.15,28.25,19.03,39.63
PWKWSBF1,f,GHF1F01,195,76,63.8,87,9.64,5.1,83.4,13.2,1.1,0.3,1.5,0.6,4.7,18.9,45.3,15.4,33.9,32.6,2.07,14.8,14.2,43.7,1081,5,,,,,,,,,,,,,,,,0.06,0.21,4.57,7.41,5.65,12.73,6.8,14.99
PWKWSBF1,f,GHF1F02,138,90,74.5,127,9.26,8.43,87,9.9,0.5,0.1,1.6,0.8,2.9,18.3,46.5,15.7,33.9,32.5,1.76,14.6,14,43,1145,5.5,,,,,,,,,,,,,,,,0.06,0.23,4.75,7.65,5.8,13.03,6.99,15.68
PWKWSBF1,f,GHF1F03,143,74,63.7,88,10.15,2.3,71.1,17.4,1.1,0.1,10.2,0.1,3.4,17.4,44.5,14.8,33.3,32.7,1.91,15.1,14.8,45.2,794,5.6,,,,,,,,,,,,,,,,0.05,0.18,4.27,6.94,4.75,17.85,5.8,13.06
PWKWSBF1,f,GHF1F04,152,78,67.9,84,9.51,4.79,78.8,16.1,1.2,0.1,3.5,0.3,3.8,18.8,46.4,15.6,33.6,32,1.88,14.8,14.1,44.2,1035,6.6,,,,,,,,,,,,,,,,0.05,0.21,4.63,7.93,5.95,12.61,7.17,15.93
PWKWSBF1,f,GHF1F05,167,96,85.6,113,10.46,7.45,83.3,9.8,0.9,0.4,5.2,0.4,2.7,15.9,47.2,16,33.9,31,1.76,16.7,15.3,49.4,1120,14.4,,,,,,,,,,,,,,,,0.05,0.2,4.74,7.71,5.3,13.81,6.51,14.75
PWKWSBF1,m,GHF1M01,172,108,94.6,127,9.9,8.03,80.1,11.4,0.9,0.2,7,0.4,2.7,17,50.4,16.2,32.3,31.1,1.67,16.1,15.5,49.8,878,5,,,,,,,,,,,,,,,,0.05,0.18,4.29,7.71,5.85,12.53,6.93,15.26
PWKWSBF1,m,GHF1M02,146,108,96.1,87,10.3,9.17,83.4,12.05,1.2,0.25,2.7,0.45,1.75,15.3,48.25,14.5,30.1,32.45,2.09,14.85,16.1,49.7,888.5,4.6,,,,,,,,,,,,,,,,0.04,0.19,4.61,9.32,6.8,13.68,8.37,18.41
PWKWSBF1,m,GHF1M03,155,105,98.1,81,10.39,6.89,80.35,11.45,1.1,0.2,6.55,0.4,2.2,14.8,47.85,15.8,33.05,32.25,1.98,16.45,16.05,49.7,1019.5,5.65,,,,,,,,,,,,,,,,0.05,0.2,4.63,8.98,6.95,14.55,8.5,18.65
PWKWSBF1,m,GHF1M04,166,98,85.3,128,10.19,6.22,78.6,13.6,0.85,0.15,6.5,0.3,2.3,15.95,47.85,16,33.35,32.4,2.22,16.25,15.8,48.85,923,4.95,,,,,,,,,,,,,,,,0.04,0.19,4.62,9.21,6.95,13.56,8.37,18.53
PWKWSBF1,m,GHF1M06,157,103,92.2,60,10.39,3.19,78.1,16.9,2.2,0.7,1.9,0.3,1.2,17.5,44.6,15.5,34.7,36.1,2.48,16.1,16.7,46.4,1053,6.3,,,,,,,,,,,,,,,,0.05,0.16,3.93,6.86,5.05,17.94,6.23,13.53
WSB/EiJ,f,HHF1F01,131,91,82.5,124,9.94,5.62,83.8,11.3,1.5,0.1,2.8,0.4,3.1,17.2,43,15.1,35.2,36.4,2.98,15,15.6,42.7,1218,5,,,,,,,,,,,,,,,,0.05,0.18,4.18,8.22,6.05,15.76,7.65,16.6
WSB/EiJ,f,HHF1F02,189,88,80.3,84,9.95,7.01,82,13.4,1.4,0.2,2.6,0.4,4.9,17.2,42.9,15.3,35.7,36.3,3.14,15.2,15.5,42.7,1487,7.3,,,,,,,,,,,,,,,,,,,,,,,
WSB/EiJ,f,HHF1F04,132,88,79.5,83,10.26,7.24,75.8,21.2,0.9,0.2,1.6,0.3,4.8,16.4,42.5,15.4,36.1,36.8,3.09,15.8,16,43.6,1494,7.4,,,,,,,,,,,,,,,,0.05,0.2,4.45,7.28,5.3,13.74,6.42,14.31
WSB/EiJ,f,HHF1F05,154,71,65.9,83,10.24,4.78,84.4,9.1,1.5,0.1,4.7,0.2,3.4,17,41.1,14.3,34.7,36.8,3.14,14.6,15.5,42.1,1590,5.2,,,,,,,,,,,,,,,,0.04,0.13,3.36,7.12,4.75,17.44,6.11,12.98
WSB/EiJ,f,HHF1F06,130,87,78.8,91,9.9,2.57,71.7,17,1.3,0.3,9.4,0.2,0.9,17.5,41.6,15,36.1,37.5,2.99,14.8,15.4,41.2,857,4.6,,,,,,,,,,,,,,,,0.05,0.2,4.56,7.75,6,11.79,7.16,15.8
WSB/EiJ,f,HHF1F07,190,103,95,114,10.12,2.97,75.7,17,1.1,0.2,6,0,1.3,15.9,40,14.6,36.7,38.5,3.36,14.8,15.6,40.4,1015,4.5,,,,,,,,,,,,,,,,0.04,0.14,3.43,5.92,4.45,14.06,5.43,11.75
WSB/EiJ,f,HHF1F08,141,87,82.1,72,9.99,2.5,77.7,14.4,1.5,0.4,5.7,0.3,0.9,15.1,39.4,14.4,36.6,38,3.15,14.4,15,39.4,982,4.7,,,,,,,,,,,,,,,,0.04,0.12,3.29,6.57,4.4,15.13,5.44,11.76
WSB/EiJ,m,HHF1M01,202,124,114.4,97,9.97,4.1,76.2,17.1,2.7,0.3,3.4,0.3,4.6,16,43.8,15.9,36.3,36.2,2.97,15.8,15.8,43.7,1466,11.1,,,,,,,,,,,,,,,,0.04,0.18,4.24,8.97,7.6,15.44,9.43,20.21
WSB/EiJ,m,HHF1M02,155,117,104.1,82,10.81,5.18,79.7,12.5,3.5,0.2,3.8,0.3,3.4,16.6,42.8,14.5,33.9,34.9,2.92,15.7,16.1,46.2,1275,5.9,,,,,,,,,,,,,,,,0.05,0.18,4.31,7.53,6.05,13.23,7.2,15.86
WSB/EiJ,m,HHF1M03,188,110,95.3,80,10.11,6.42,81.7,12.5,2.3,0.2,3,0.4,4.1,17.3,41.4,14.6,35.3,36.7,3.16,14.8,15.4,41.9,1327,5.6,,,,,,,,,,,,,,,,0.05,0.18,4.18,8.35,6.75,12.59,8.04,17.55
WSB/EiJ,m,HHF1M04,190,148,122.5,74,9.84,4.77,79.6,16,1.5,0.2,2.6,0.2,4.5,15.5,43.2,15.3,35.5,36.5,3.06,15.1,15.5,42.5,1606,9.7,,,,,,,,,,,,,,,,0.05,0.18,4.21,8.64,7.1,14.34,8.71,18.37
WSB/EiJ,m,HHF1M05,175,134,121.3,95,10.7,5.85,80.4,13.3,2.9,0.1,2.9,0.4,3.2,14.6,44.5,15.4,34.5,34.2,2.68,16.4,16.3,47.6,1410,10,,,,,,,,,,,,,,,,0.05,0.19,4.08,8.39,6.9,16.35,8.64,18.34
WSB/EiJ,m,HHF1M06,203,109,93.7,78,10.23,2.37,69.7,21.2,1.8,0.2,6.8,0.2,1.2,16.6,41.2,14.6,35.5,37.5,3.08,15,15.8,42.2,1213,4.5,,,,,,,,,,,,,,,,,,,,,,,
WSB/EiJ,m,HHF1M07,176,134,105.4,80,10.72,3.56,73.9,18,1.7,0.3,5.8,0.3,1.2,16,43,15.1,35,36.7,2.89,16.2,16.9,46.1,1098,4.5,,,,,,,,,,,,,,,,0.04,0.14,3.66,7,5.05,14.94,6.27,13.35
WSB/EiJ,m,HHF1M08,186,143,132.4,80,10.21,6.58,71.2,13,1.8,0.6,13.1,0.3,2.3,13.9,43.6,14.8,34,34.9,2.14,15.1,15.5,44.5,1141,4.6,,,,,,,,,,,,,,,,0.05,0.18,3.98,8.08,6.6,16.19,8.28,17.46
WSB/EiJ,m,HHF1M09,200,148,138,132,10.41,7.29,82,12.1,1.8,0.4,3.4,0.3,1.7,15.6,42.6,14.8,34.7,35.3,2.12,15.4,15.6,44.3,1497,4.5,,,,,,,,,,,,,,,,,,,,,,,
