strain,sex,animal_id,sodium,potassium,chloride,calcium,anion_gap,carbon_dioxide,GLU,GLU_fast,BUN,creatinine,WBC,LYM,pct_LYM,MONO,pct_MONO,GRA,pct_GRA,pct_EOS,RBC,MCV,RDW,MCH,MCHC,hemoglobin,hematocrit,platelets,MPV,testes_wt,litter_size,age_first_litter,duration_to_litter,distance3_OFT,distance10_OFT,transitions_OFT,center1_OFT,center10_OFT,distance_center_OFT,pct_center_OFT,latency_periphery_OFT,duration_periphery_OFT,immobile_OFT,fecal_boli_OFT,urination_OFT,duration_light_LD,distance_light_LD,pct_light_LD,latency_dark_LD,transitions_LD,fecal_boli_LD,urination_LD,capture_score,hold_score,wildness_score,tail_clip,hot_plate,pct_sleep_daily,pct_sleep_dark,pct_daily_deprivation,pct_dark_deprivation,act_dark_deprivation,body_weight,body_length,tail_length,gonad_fat_wt,bone_circumference,brain_wt,heart_wt,kidneyL_length,kidneyR_length,kidney_vol,kidneyL_wt,kidneyR_wt,kidney_both_wt,spleen_wt
C57BL/6J,f,183,147,6.5,113,1.22,17,24,213,,24,0.2,10.19,6.1,60.1,0.9,9.8,3.2,30.1,6.7,11.74,46,13.76,14.33,31.2,16.82,53.91,438,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,f,184,146,6.7,113,1.16,17,24,156,,17,0.3,6.18,4.3,71.2,0.5,8.7,1.4,20.1,2.4,9.98,46,14.28,13.88,30.27,13.85,45.75,597,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,f,185,149,6.4,113,1.23,19,24,206,,23,0.3,9.72,5.6,58.2,1,10.4,3.1,31.4,7.8,11.52,46,13.94,14.25,30.93,16.42,53.08,410,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,f,186,147,5.8,114,1.25,17,23,181,,15,0.2,7.03,4.8,69.1,0.6,9.1,1.6,21.8,3.5,11.26,46,14.34,14,30.44,15.76,51.78,668,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,f,187,145,6.5,114,1.22,16,23,180,,15,0.2,9.33,5.5,60,0.9,10.5,2.9,29.5,5.5,11.49,46,14.06,14.1,30.44,16.2,53.22,415,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,f,188,146,6.1,115,1.16,15,23,185,,18,0.3,8.22,5,60.9,0.8,10.9,2.4,28.2,5.6,11.48,46,13.81,14.16,30.54,16.26,53.24,426,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,f,189,150,6.4,119,1.17,18,20,165,,20,0.2,5.1,3.5,68.7,0.5,10.8,1.1,20.5,1.9,11.85,45,14.17,14.05,31.01,16.65,53.69,724,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,f,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,74,50,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,f,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,70,42,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,f,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,61,33,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,f,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,65,27,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,f,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,72,50,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,f,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,67,45,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,63,49,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,63,34,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,71,42,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,65,36,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,69,42,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,69,42,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,113,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7,,9,2.793,,,,,,,,,,
C57BL/6J,m,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,71,36,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,116,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2,11,8.5,0.734,,,,,,,,,,
C57BL/6J,m,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,65,29,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,66,30,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,75,39,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,124,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7,,8.2,1.215,,,,,,,,,,
C57BL/6J,m,125,,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.08,,9,1.324,,,0.167,,,,0.208,,,
C57BL/6J,m,130,144,6.4,116,1.11,9,26,189,,22,0.2,12.33,6.4,52.6,0.9,7.8,5,39.6,13.5,9.92,45,14.12,14.59,32.28,14.47,44.84,1033,5.3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,37.82,6.225,48.27,36.03,42.61,37.50,-3.05,50.94,,,,,,,,,,,,,
C57BL/6J,m,131,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.52,,9.5,1.02,,,0.254,,,,0.216,,,
C57BL/6J,m,132,144,6.9,115,1.12,13,25,209,,27,0.2,9.6,6.6,69.1,0.7,7.9,2.3,23,6,11.64,43,14.44,13.53,31.18,15.75,50.53,998,5.15,,8,65,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,133,146,7.1,112,1.19,14,28,199,,18,0.3,15.98,7.4,46.8,1.3,8.7,7.3,44.5,17.4,10.81,45,14.05,13.66,30.3,14.77,48.76,425,5.85,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,29.77,6.67,40.55,17.27,37.93,31.77,-5.24,,,,,,,,,,,,,,
C57BL/6J,m,134,147,6.7,119,1.19,13,22,189,,28,0.3,12.66,6.7,53.4,0.9,7.6,5.1,39,21,10.67,44,14.67,13.76,31.14,14.68,47.15,754,5.11,,10,70,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,135,146,6.3,112,1.18,17,24,234,,21,0.2,10.14,6.7,66.1,0.8,8.5,2.6,25.4,4.5,11.32,45,14.53,13.87,30.55,15.7,51.38,940,5.28,,3,61,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,136,145,6.3,116,1.2,12,25,201,,26,0.3,6.57,4.7,72.1,0.4,6.8,1.5,21.1,3.5,11.63,44,14.43,13.55,31.05,15.77,50.79,983,5.26,,5,74,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,137,144,6.3,116,1.12,12,23,214,,22,0.2,13.79,7.2,52.9,1.1,8,5.5,39.1,13.8,11.53,45,14.9,14.02,31.12,16.15,51.91,459,5.58,,8,67,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,138,144,6.7,114,1.16,12,25,257,,23,0.2,8.07,5.2,65.3,0.6,8.6,2.3,26.1,4.4,11.82,44,14.96,13.79,30.99,16.3,52.6,759,5.37,,8,62,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,139,145,6.5,120,1.13,10,22,205,,27,0.2,11.99,6.5,54.8,1,8.7,4.5,36.5,12.7,11.06,44,14.24,13.26,30.3,14.66,48.4,530,5.45,,4,74,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,140,145,6.3,116,1.21,12,25,216,,23,0.2,11.81,7.2,61.6,1,9,3.6,29.4,8,11.2,44,14.13,13.72,31.17,15.37,49.3,644,5.37,,7,118,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,141,144,6.8,115,1.2,12,25,228,,21,0.2,7.05,4.5,65,0.6,9.2,1.9,25.8,5.9,11.55,44,14.7,13.65,30.86,15.76,51.08,940,5.06,,6,62,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,142,144,6.6,116,1.17,12,24,208,,27,0.3,16.35,7.9,48.6,1.4,9,7.1,42.4,16.4,11.75,44,14.17,13.06,29.73,15.35,51.61,625,5.74,,8,64,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,143,145,6.7,114,1.18,16,22,178,,20,0.2,7.02,4.4,63.4,0.6,9.9,2,26.7,3.3,10.41,46,15.11,14.32,31.04,14.9,48,770,5.22,,6,70,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,144,145,6.4,120,1.15,13,20,245,,21,0.2,6.41,4.1,65.2,0.6,9.5,1.7,25.3,5,11.81,45,14.47,13.85,30.58,16.36,53.5,696,5.33,,8,70,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,145,144,6.6,118,1.15,13,20,235,,21,0.2,7.2,4.1,57.9,0.6,9.5,2.5,32.6,8.6,11.92,45,13.62,13.84,30.74,16.49,53.66,716,5.37,,9,93,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,146,142,7,115,1.2,12,23,241,,23,0.2,9.62,6.5,67.7,0.8,8.9,2.3,23.4,4.9,11.67,45,13.96,13.79,30.37,16.09,52.99,823,5.03,,8,61,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,148,147,6.7,117,1.2,10,27,175,,25,0.2,12.85,6.2,49,1,8.4,5.7,42.6,13.5,11.31,42,14.58,13.59,32.03,15.37,47.98,930,5.54,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,8.83,6.88,41.32,25.23,34.02,25.66,-5.05,32.36,,,,,,,,,,,,,
C57BL/6J,m,149,145,6.7,115,1.17,12,25,196,,21,0.2,9.7,5.4,56.1,0.7,7.9,3.6,36,12.3,11.38,44,14.31,13.59,30.81,15.46,50.19,669,5.49,,7,70,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,150,145,6.7,115,1.19,13,25,207,,22,0.3,9.91,6.3,63.6,0.8,8.4,2.8,28,7.7,11.03,45,14.69,14.08,31.36,15.53,49.52,1127,5.26,,5,62,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,151,145,6.5,116,1.15,14,23,179,,30,0.3,9.09,6.2,69.2,0.7,8.3,2.2,22.5,3,10.81,45,14.37,14.02,31.48,15.15,48.12,938,5.1,,6,63,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,152,147,7.1,119,1.24,15,22,219,,23,0.2,8.14,5.2,64.9,0.7,8.7,2.2,26.4,5.3,10.68,45,14.83,13.97,31.3,14.92,47.68,984,5.32,,8,69,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,153,145,7.1,115,1.2,15,23,198,,32,0.2,11.86,7.7,65.4,0.9,8.3,3.3,26.3,4.8,11.13,44,14.34,13.76,31.6,15.32,48.49,795,5.1,,9,69,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,154,144,7,116,1.21,13,22,204,,27,0.2,14.12,8.6,61,1.1,8.5,4.4,30.5,10.4,10.87,45,14.27,13.91,31,15.12,48.78,637,5.39,,8,73,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,155,145,6.7,116,1.18,13,24,229,,23,0.2,9.59,6.9,72.1,0.7,7.3,2,20.6,1.7,11.11,44,13.87,13.49,30.59,14.99,48.99,926,5.05,,7,59,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,156,145,6.9,118,1.19,12,23,222,,26,0.2,6.1,4.1,68.4,0.5,8.5,1.5,23.1,2.1,11.91,44,14.38,13.71,31.07,16.33,52.58,944,5.05,,9,148,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,157,145,5,116,1.15,16,19,207,,29,0.2,5.01,3.5,70.7,0.3,7.9,1.2,21.4,2.7,11.45,44,14.07,13.74,30.9,15.74,50.94,944,4.95,,3,61,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,158,143,7,117,1.2,11,24,247,,32,0.3,7.82,5.4,69.3,0.6,8.6,1.8,22.1,1.5,12.15,45,14.1,13.44,30.14,16.34,54.21,901,4.93,,2,81,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,159,143,7.5,119,1.11,10,23,218,,23,0.2,9.83,5.4,55.2,0.8,8.8,3.6,36,12,11.89,45,14.33,13.93,31.25,16.56,52.99,521,5.3,,6,62,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,160,143,7,119,1.18,11,21,171,,31,0.3,9.84,6.4,66,0.8,8.6,2.6,25.4,4.3,12.27,45,14.04,13.54,30.36,16.61,54.72,856,5.16,,8,60,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,161,143,6.6,114,1.22,10,26,239,,24,0.2,11.63,6.4,55.6,1,9.2,4.2,35.2,11,11.63,45,14.23,14.04,31.02,16.34,52.67,656,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,162,145,6.4,116,1.21,13,23,239,,20,0.2,8.85,5.1,58.6,0.8,9.9,2.9,31.5,7.9,10.93,45,14.16,13.93,30.85,15.22,49.35,773,5.14,,7,92,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,163,141,7,114,1.16,11,24,256,,23,0.2,10.18,6.5,64.3,0.9,8.9,2.8,26.8,7.5,11.57,46,13.78,14.46,31.7,16.73,52.79,653,5.36,,10,83,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,164,141,6.7,115,1.17,11,22,283,,26,0.2,10.82,6.8,63.2,0.9,8.8,3.1,28,6.4,12,46,13.77,13.78,30.1,16.53,54.92,689,5.28,,7,69,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,166,,,,,,,,,,,11.42,6.5,57.3,1,9.1,3.9,33.6,10.1,11.49,45,14.46,14.12,31.58,16.23,51.4,569,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,169,,,,,,,,,,,9.65,5.8,60.3,0.8,8.7,3.1,31,2.3,11.26,43,13.48,13.89,32.02,15.64,48.83,586,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,173,,,,,,,,,,,8.2,5.7,70.3,0.6,7.6,1.9,22.1,1.4,11.02,44,13.35,14.25,32.15,15.71,48.87,828,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,174,,,,,,,,,,,13.35,7.2,54,1.3,10.2,4.8,35.8,8.8,10.13,46,13.79,14.41,31.28,14.6,46.66,408,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,74,50,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,61,33,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,70,42,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,65,27,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,67,45,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,72,50,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
C57BL/6J,m,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,82,68,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
CAST/EiJ,f,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,219,23,,,,,,,,,,,,,,,,,,,,0,2,2,,,,,,,,,,,,,,,,,,,,,
CAST/EiJ,f,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
CAST/EiJ,f,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
CAST/EiJ,f,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
CAST/EiJ,f,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
CAST/EiJ,f,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,
CAST/EiJ,f,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,138,26,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
CAST/EiJ,f,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
CAST/EiJ,f,205,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,6,73,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.21,,8,0.329,,,0.13,,,,0.13,,,
CAST/EiJ,f,206,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,6,113,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,8,0.156,,,0.185,,,,0.119,,,
CAST/EiJ,f,209,149,7.3,119,1.23,16,22,138,,21,0.2,7.22,4.7,65.4,0.4,6.7,2.1,27.9,3.5,11.82,45,15.86,13.26,29.46,15.67,53.19,707,6.74,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4.63,4.05,34.22,10.66,24.75,9.75,-2.94,,,,,,,,,,,,,,
CAST/EiJ,f,210,145,6.8,122,1.07,17,14,192,,23,0.2,5.72,2.9,51.5,0.4,8.1,2.4,40.4,10.1,12.77,40,15.21,11.79,29.54,15.05,50.95,930,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6,2.59,,,,,,,,,,,,,,,,,,,
CAST/EiJ,f,211,150,6.2,124,1.11,23,10,114,,25,0.2,,2,55.1,0.3,10.3,1.4,34.6,10.9,11.89,44,15.52,13.21,29.93,15.71,52.48,663,7.27,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,10.78,3.625,27.19,9.96,18.24,6.70,-5.94,,,,,,,,,,,,,,
CAST/EiJ,f,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,
CAST/EiJ,f,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
CAST/EiJ,f,216,147,7.5,123,1.13,17,16,208,,25,0.2,5.59,2.8,51.8,0.5,10,2.3,38.2,8.9,12.23,43,15.63,12.86,29.91,15.73,52.59,680,6.47,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,18.13,2.745,,,,,,,,,,,,,,,,,,,
CAST/EiJ,f,218,150,6.1,122,1.11,19,16,224,,36,0.2,3.64,1.7,48,0.3,9.6,1.6,42.4,15,11.66,44,14.82,13.3,30.19,15.5,51.36,542,6.65,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.28,4.94,25.15,9.33,18.24,15.46,-5.44,,,,,,,,,,,,,,
CAST/EiJ,m,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,130,34,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
CAST/EiJ,m,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
CAST/EiJ,m,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
CAST/EiJ,m,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,
CAST/EiJ,m,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,113,26,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,
CAST/EiJ,m,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,96,67,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
CAST/EiJ,m,204,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,2,250,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,,8,0.277,,,0.129,,,,0.112,,,
CAST/EiJ,m,207,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,6,170,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,,8.2,0.373,,,0.119,,,,0.128,,,
CAST/EiJ,m,208,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,8,86,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.39,,8,0.14,,,0.177,,,,0.128,,,
CAST/EiJ,m,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
CAST/EiJ,m,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
CAST/EiJ,m,217,147,7,116,1.2,15,25,146,,21,0.3,9.78,5.4,55.9,1,10.9,3.4,33.2,5.9,13.09,42,14.76,12.22,29.14,15.99,54.88,505,7.76,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,34.22,7.51,18.62,10.07,13.40,5.65,-4.24,,,,,,,,,,,,,,
CAST/EiJ,m,219,147,6.4,117,1.14,16,21,227,,25,0.2,8.74,4.5,51.8,0.7,8.9,3.5,39.3,11.8,13.03,43,14.92,12.07,27.79,15.73,56.58,294,8.88,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,21.67,6.36,27.84,12.92,20.67,12.80,-4.24,,,,,,,,,,,,,,
CAST/EiJ,m,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,
NOD/ShiLtJ,f,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,73,27,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
NOD/ShiLtJ,f,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
NOD/ShiLtJ,f,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
NOD/ShiLtJ,f,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
NOD/ShiLtJ,f,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
NOD/ShiLtJ,f,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
NOD/ShiLtJ,f,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
NOD/ShiLtJ,f,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,67,38,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
NOD/ShiLtJ,f,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,78,49,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
